ID;#stm_sap_meldnr;stm_mon_nr;stm_vl_post;stm_sap_meld_ddt;stm_sap_mon_meld_ddt;stm_sap_meldtekst_lang;stm_mon_begin_ddt;stm_sap_meldtekst;stm_mon_toelichting_trdl;stm_oh_pg_mld;stm_geo_mld;stm_geo_mld_uit_functiepl;stm_equipm_nr_mld;stm_equipm_soort_mld;stm_equipm_omschr_mld;stm_km_van_mld;stm_km_tot_mld;stm_prioriteit;stm_scenario_mon;stm_status_melding_sap;stm_mon_nr_status_omschr;stm_mon_nr__statuscode;stm_mon_nr_status_wijzdd;stm_aanngeb_ddt;stm_aanntpl_ddt;stm_oh_pg_gst;stm_geo_gst;stm_geo_gst_uit_functiepl;stm_equipm_nr_gst;stm_equipm_soort_gst;stm_equipm_omschr_gst;stm_objectdl_code_gst;stm_objectdl_groep_gst;stm_km_van_gst;stm_km_tot_gst;stm_progfh_in_ddt;stm_progfh_in_invoer_ddt;stm_progfh_gw_ddt;stm_progfh_gw_lwd_ddt;stm_progfh_hz;stm_oorz_groep;stm_oorz_code;stm_oorz_tkst;stm_veroorz_groep;stm_veroorz_code;stm_veroorz_tekst_kort;stm_effect;stm_afspr_aanvangddt;stm_fh_status;stm_mon_vhdsincident;stm_tao_indicator;stm_tao_indicator_vorige;stm_tao_soort_mutatie;stm_tao_telling_mutatie;stm_tao_beinvloedbaar_indicator;stm_evb;stm_dir_betrok_tr;stm_aangelegd_dd;stm_aangelegd_tijd;stm_sap_melddatum;stm_sap_meldtijd;stm_mon_begindatum;stm_mon_begintijd;stm_contractgeb_mld;stm_functiepl_mld;stm_techn_mld;stm_contractgeb_gst;stm_functiepl_gst;stm_techn_gst;stm_aanngeb_dd;stm_aanngeb_tijd;stm_aanntpl_dd;stm_aanntpl_tijd;stm_arbeid;stm_progfh_gw_lwd_datum;stm_progfh_gw_lwd_tijd;stm_progfh_gw_duur;stm_progfh_gw_teller;stm_afspr_aanvangdd;stm_afspr_aanvangtijd;stm_controle_dd;stm_akkoord_mon_toewijz;stm_status_sapnaarmon;stm_fact_jn;stm_akkoord_melding_jn;stm_afsluit_ddt;stm_afsluit_dd;stm_afsluit_tijd;stm_rec_toegev_ddt;stm_hinderwaarde;stm_actie;stm_standplaats;stm_status_gebr;stm_wbi_nummer;stm_projnr;stm_oorz_tekst_kort;stm_historie_toelichting;stm_schade_verhaalb_jn;stm_schadenr;stm_schade_status_ga;stm_schade_statusdatum;stm_relatiervo_vorig;stm_relatiervo_volgend;stm_relatiervo;stm_pplg_van;stm_pplg_naar;stm_dstrglp_van;stm_dstrglp_naar;stm_afspr_func_hersteldd;stm_afspr_func_hersteltijd;stm_sorteerveld;stm_rapportage_maand;stm_rapportage_jaar;stm_x_bron_publ_dt;stm_x_bron_bestandsnaam;stm_x_bron_arch_dt;stm_x_actueel_ind;stm_x_run_id;stm_x_bk;stm_x_start_sessie_dt;stm_x_vervallen_ind
160515;70277138;0.0;;25/05/2017 22:34:00;25/05/2017 22:34:00;Odz-Odzg : P-930 geel gedoofd.;;Odz-Odzg : P-930 geel gedoofd.;;32S;26;26.0;10219856.0;SEIN;SEIN 930 ODZG-ODZ;28390.0;28390.0;5.0;;MINB PAGE;;;00/00/0000;25/05/2017 22:43:25;25/05/2017 23:15:00;32S;26.0;26.0;10219856.0;SEIN;SEIN 930 ODZG-ODZ;S345;SALG0022;28557.0;28557.0;25/05/2017 23:50:01;26/05/2017 00:13:47;;;;TECHONV;203.0; Geel gedoofd lamp voor Led vervangen;;;;;;1.0;;N;N;;0;B;0,00;;25/05/2017;22:43:25;25/05/2017;22:34:00;;;32.0;026-603-1000130151;S;32.0;026-603-1000130151;S;25/05/2017;22:43:25;25/05/2017;23:15:00;0.0;;;0;1.0;26/05/2017;00:00:00;;;;;N;;;00:00:00;25/05/2017 22:43:25;0.0;;2.0;TAOG CAOG CAON AKOG;;;Geel gedoofd lamp voor Led vervangen;;;0.0;;;;;;;;;;26/05/2017;05:00:00;930;11;2017;20/11/2017 06:00:08;E:\Informatica\Inbox\Informatica\SAP\Storingen\20171120060008_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;285287;3740182;20/11/2017 06:06:46;0
160518;70277150;4315971.0;ASD;25/05/2017 22:59:09;25/05/2017 22:55:00;Asd : wissel 315 RL nic en komt niet in de eindstand. WBI komende nacht RN786746A;25/05/2017 22:55:00;Asd : wissel 315 RL nic en komt niet in;F5 - Spoor/wissels;09S;586;586.0;11492030.0;WISSELSTEL;586 Steller 315 ASD;0.0;0.0;5.0;;MINB PAGE;;7.0;07/06/2017;25/05/2017 23:06:22;26/05/2017 01:30:00;09B;586.0;586.0;10266407.0;WISSEL;586 Wl 315 GW 1:9;8117;WIS-BED;81265.0;81293.0;26/05/2017 03:08:00;26/05/2017 03:19:04;;;;TECHONV;213.0; Gestoord object: WISSEL 315. Gestoord on Gestoord object: WISSEL 315. Gestoord onderdeel: Overig ond. wisselbed. elektr.. Afstelling ekos-v rol afliggende tong verlopen. Eko s-v rol opnieuw afgesteld. Preventief wissel opnieuw afgesteld. Wissel getest en in orde bevonden.  586 Wisselsteller 315 Asdoe (NSE 2-HL) Trdl Asd-Oos 0840833315;;;;;26/05/2017 01:30:00;1.0;N;J;J;Ongewijzigd;0;B;0,00;3085;25/05/2017;23:05:46;25/05/2017;22:59:09;25/05/2017;22:55:00;9.0;586-302-1000000302;S;9.0;586-302-1000000302;B;25/05/2017;23:06:22;26/05/2017;01:30:00;0.0;;;0;1.0;26/05/2017;01:30:00;;J;1.0;;N;;;00:00:00;25/05/2017 23:05:46;0.0;;4.0;TAOG MON;RN786746A;;Gestoord object: WISSEL 315. Gestoord on;++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++20170527 - 050046 - noreply@prorail.nlStatus gewijzigd van Concept naar Compleet op 26-05-2017 05.41 doorDVL_ASD_20(PRO-VKL): Toelichting: RL niet in de eindstand. Statusgewijzigd van Compleet naar Vrijgegeven op 26-05-2017 05.42 doorDVL_ASD_20(PRO-VKL): Toelichting: RL niet in de eindstand.;;0.0;;;;;;ASD;;ASD;ASD;26/05/2017;05:15:00;315;10;2017;17/10/2017 06:00:16;E:\Informatica\Inbox\Informatica\SAP\Storingen\20171017060016_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;251580;3740183;17/10/2017 06:06:04;0
160521;70277175;0.0;;26/05/2017 02:43:40;26/05/2017 02:43:40;Rsd : sp 43 tankplaat vulpistool/slang defect. Aan de rechterzijde vanaf Post T gezien niet te bedienen.;;Rsd : sp 43 tankplaat vulpistool/slang d;F6 - Gebouwen / Kunstwerken / TTI;19E;545;545.0;10946149.0;TANKINST;545 km 22.905-22.920 sp43 tankplaat;22905.0;22920.0;5.0;;MINB PAGE;;6.0;08/07/2017;26/05/2017 02:51:36;26/05/2017 10:05:00;19E;545.0;545.0;10946149.0;TANKINST;545 km 22.905-22.920 sp43 tankplaat;9998;ALGEMEEN;22905.0;22920.0;26/05/2017 10:30:00;26/05/2017 11:00:12;;;;ONR-RIB;135.0; Slang is geknapt, is defect, trld gebeld Slang is geknapt, is defect, trld gebeld, was gisteren al bekend. Reeds een monteur geweest, die in de middag zal komen. Tankplaat z elf kunnen wij niet repareren. Diesel lekkage. Is gestopt met lekken. 15-6 13:00: Obi vraagt om status, volgens Fuat kan het beste Dennis Brettschneider hiervoor gebeld worden. Spullen zijn in bestelling bij Hamer. men is Hamer al aan het opjagen voor een datum, zodra bekend wordt dit gelijk vermeld aan ProRail.  26 Juni komt fa hamer langs om de slang te ververvangen 26-06 slang en nossle zijn vervangen.;ONREGRIB;F;;;26/05/2017 08:00:00;1.0;;N;J;Verwijderd;-1;B;0,00;;26/05/2017;02:51:33;26/05/2017;02:43:40;;;19.0;545-427-1000087052;E;19.0;545-427-1000087052;E;26/05/2017;02:51:36;26/05/2017;10:05:00;0.0;;;0;1.0;26/05/2017;08:00:00;05/07/2017;N;1.0;;N;;;00:00:00;26/05/2017 02:51:33;0.0;;3.0;TAOG;;;Slang is geknapt, is defect, trld gebeld;++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++20170707 - 050130 - noreply@prorail.nlStatus gewijzigd van Concept naar Compleet op 08-06-2017 08.58 doorWerkplek 3-096(PRO-VKL): Toelichting: slang en vulpistooltankinstallatie gescheurd en afgebroken bij het tanken van devideoschouwtrein op spoor 43 Een zijde nog bruikbaar Status gewijzigdvan Compleet naar Vrijgegeven op 08-06-2017 09.10 door John vanZundert(PRO-VKL): Toelichting: slang en vulpistool tankinstallatiegescheurd en afgebroken bij het tanken van de videoschouwtrein op spoor43 Een zijde nog bruikbaar Status gewijzigd van Vrijgegeven naarAfgewezen op 06-07-2017 01.00 door Systeemgebruiker SAP(IM):Toelichting: (AM-JB) Deze is niet voor AM > slang en vulpistooltankinstallatie gescheurd en afgebroken bij het tanken Status gewijzigdvan Afgewezen naar Vrijgegeven op 06-07-2017 08.49 doorWildenberg_7(PRO-VKL): Toelichting: Conform beslisregel toegewezen.Voorlopige toewijzing aan andere organisatie;;0.0;;;;;;;;;;29/05/2017;15:00:00;;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3740184;17/07/2017 09:27:43;0
160523;70277186;0.0;;07/05/2019 13:07:23;07/05/2019 13:07:23;Mt : Sein 94 en 182 willen sporadisch niet veilig komen. Betreft twee sporen. Na veilig zetten met geel knipper werkt het wel.;;;F3 - Storing ICT/GSMR;26S;520;520.0;10144633.0;SEIN;SEIN 94 MT;273.0;273.0;5.0;;MINB PAGE;;6.0;01/06/2017;26/05/2017 06:04:42;26/05/2017 09:15:00;;;;;;;;;0.0;0.0;26/05/2017 10:00:00;26/05/2017 10:05:40;;;;TECHONV;218.0;" Gestoord object: SEIN 94. Gestoord onder Gestoord object: SEIN 94. Gestoord onderdeel: geen onderdeel van toepassing. Geen oorzaak gevonden. Monteur is bij de trdl geweest. Trdl heeft geen problemen meer gehad. Iom de trdl afgemeld.  Sein aan bovenleidingportaal: Nee; 520 SEIN 94 MT Trdl Mt 0840838520";;;;;26/05/2017 07:00:00;4.0;;N;N;;0;B;0,00;;26/05/2017;06:04:36;07/05/2019;13:07:23;;;26.0;520-603-1000094284;S;;;;26/05/2017;06:04:42;26/05/2017;09:15:00;0.0;;;0;1.0;26/05/2017;07:00:00;;N;1.0;;N;;;00:00:00;26/05/2017 06:04:36;0.0;;;TAOG;;;Gestoord object: SEIN 94. Gestoord onder;++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++20170531 - 050045 - noreply@prorail.nlStatus gewijzigd van Concept naar Compleet op 26-05-2017 09.41 doorTrdl_Mt_59(PRO-VKL): Toelichting: Soms komt een sein niet uit standstop, na herroepen en bedienen met Glkn werkt het sein wel weer normaalStatus gewijzigd van Compleet naar Vrijgegeven op 26-05-2017 09.55 door Dvl_Mt_5(PRO-VKL): Toelichting: Soms komt een sein niet uit stand stop,na herroepen en bedienen met Glkn werkt het sein wel weer normaal Statusgewijzigd van Vrijgegeven naar Afgewezen op 30-05-2017 01.00 doorSysteemgebruiker SAP(IM): Toelichting: (AM - JB) Vlgs opgave geenveiligheidsincident en geen TVTA(s) aan gekoppeld. Het is daarmee eenstoringsmelding en geen Monitormelding. A.u.b. verwijderen. Statusgewijzigd van Afgewezen naar Vrijgegeven op 30-05-2017 07.18 doorWildenberg_7(PRO-VKL): Toelichting: Geen vhi/tvta, melding verwijderen.Voorlopige toewijzing aan andere organisatie;;0.0;;;;;;;;;;26/05/2017;10:00:00;;5;2019;08/05/2019 05:45:06;E:\Informatica\Inbox\BRN_SAPEAM\20190508054506_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;447055;3740263;08/05/2019 05:57:22;0
160526;70277189;4316252.0;RTD;26/05/2017 05:40:56;26/05/2017 05:50:00;Wspt : Deur 2 en deur aan de Burgdorfferstraat open staan.;26/05/2017 05:50:00;Wspt : Deur 2 en deur aan de Burgdorffer;F6 - Gebouwen / Kunstwerken / TTI;03K;163;163.0;10878796.0;SPOORTUN;Spoortunnel Willemsspoor;45936.0;45936.0;2.0;;MINB PAGE;;3.0;27/06/2017;26/05/2017 05:47:38;26/05/2017 06:11:00;03K;163.0;163.0;10878796.0;SPOORTUN;Spoortunnel Willemsspoor;1938;TUNNLCNS;45936.0;45936.0;26/05/2017 06:30:01;26/05/2017 06:24:31;;;;ONR-DERD;147.0;;ONREGDER;T;Na werkzaamheden  hebben ze niet aan de trdl gevraagd om  het magneet van de deur te bedienen, maar de rode noodknop gebruikt. Als deze knop gebruikt wordt, veerd hij wel uit wending terug maar inwendig blijft hij bedient waardoor het magneet niet bekrachtigd wordt. Dit is zo bij zowel de H/j als bij de K/l buis. Het hoor dus zo;;;2.0;J;J;J;Ongewijzigd;0;NB;0,00;70906, 5119, 1132;26/05/2017;05:47:37;26/05/2017;05:40:56;26/05/2017;05:50:00;3.0;163-202-1000138105;K;3.0;163-202-1000138105;K;26/05/2017;05:47:38;26/05/2017;06:11:00;0.0;;;0;1.0;00/00/0000;00:00:00;25/07/2017;J;1.0;;N;;;00:00:00;26/05/2017 05:47:37;0.0;;5.0;TAOG CAOG CAON AKOG;;;;++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++20170626 - 230037 - noreply@prorail.nlStatus gewijzigd van Concept naar Compleet op 27-05-2017 06.03 doorNicolette Seelaar rol 3(PRO-VKL): Toelichting: Melding deur 2Burgdorferstraat/ Damstraat via TTI (storing in/ storing uit). Niemandaangetroffen. Status gewijzigd van Compleet naar Vrijgegeven op27-05-2017 06.03 door Nicolette Seelaar rol 3(PRO-VKL): Toelichting:Melding deur 2 Burgdorferstraat/ Damstraat via TTI (storing in/ storinguit). Niemand aangetroffen.Door SAP 28 dagen na laatste wijzigings-datum status MON automatisch gefiatteerd;;0.0;;;;;;WSPT;;WILTN;RTB;00/00/0000;00:00:00;;10;2017;17/10/2017 06:00:16;E:\Informatica\Inbox\Informatica\SAP\Storingen\20171017060016_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;251580;3740264;17/10/2017 06:06:04;0
160529;70277193;4316257.0;EHV;26/05/2017 06:11:06;26/05/2017 05:50:00;Hm-Ehv : sectie 641BT t.o.b.s.;26/05/2017 05:50:00;Hm-Ehv : sectie 641BT t.o.b.s.;F5 - Spoor/wissels;24S;55;55.0;10136938.0;DETGRSSSL;GRS SSL sectie 641BT BR-EHV;0.0;0.0;2.0;TIS 1.2;MINB PAGE;;7.0;22/06/2017;26/05/2017 06:19:28;26/05/2017 07:25:00;24S;55.0;55.0;10136938.0;DETGRSSSL;GRS SSL sectie 641BT BR-EHV;D131;DGRSS010;0.0;0.0;26/05/2017 09:00:00;26/05/2017 08:36:28;;;;TECHONV;218.0; alles in orde;;;;;;2.0;N;J;J;Ongewijzigd;0;B;0,00;80307, 9618, 13518, 9616, 80307, 5220, 6420, 13518;26/05/2017;06:19:27;26/05/2017;06:11:06;26/05/2017;05:50:00;24.0;055-601-1000019892;S;24.0;055-601-1000019892;S;26/05/2017;06:19:28;26/05/2017;07:25:00;0.0;;;0;1.0;00/00/0000;00:00:00;21/06/2017;J;1.0;;N;;;00:00:00;26/05/2017 06:19:27;0.0;;3.0;TAOG CAOG CAON AKOG;;;alles in orde;++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++20170527 - 050041 - noreply@prorail.nlStatus gewijzigd van Concept naar Compleet op 26-05-2017 14.22 doorTrdl_EHV_43(PRO-VKL): Toelichting: sectiestoring op de vrije baan Statusgewijzigd van Compleet naar Vrijgegeven op 26-05-2017 14.25 doorDvl_EHV_71(PRO-VKL): Toelichting: sectiestoring op de vrije baan;N;0.0;;;;;;DN;;HMH;HMBV;00/00/0000;00:00:00;;10;2017;17/10/2017 06:00:16;E:\Informatica\Inbox\Informatica\SAP\Storingen\20171017060016_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;251580;3740265;17/10/2017 06:06:04;0
160530;70277205;0.0;;26/05/2017 07:57:50;26/05/2017 07:57:50;Gbg-Co : Km 48.7 dode kat tussen de sporen.;;Gbg-Co : Km 48.7 dode kat tussen de spor;;34O;203;203.0;11572434.0;PLAATSBEP;Plaatsbepaling 203 Mrb-Emn;48700.0;48700.0;5.0;;MINB PAGE;;;00/00/0000;26/05/2017 08:00:37;26/05/2017 13:30:00;34O;203.0;203.0;11572434.0;PLAATSBEP;Plaatsbepaling 203 Mrb-Emn;;;0.0;0.0;26/05/2017 14:00:00;26/05/2017 14:01:27;;;;ONR-DERD;143.0; Gestoord object: SPOOR CG. Gestoord onde Gestoord object: SPOOR CG. Gestoord onderdeel: geen onderdeel van toepassing. Dode kat langs het spoor. Dode kat verwijderd.  203 Pl aatsbepaling 203 Mrb-Emn Trdl Aml 0840842580;ONREGDER;T;NAAM: Onbekend;;26/05/2017 08:00:00;1.0;;N;;;0;NB;0,00;;26/05/2017;08:00:09;26/05/2017;07:57:50;;;34.0;203-103-1000052975;O;34.0;203-103-1000052975;O;26/05/2017;08:00:37;26/05/2017;13:30:00;0.0;;;0;1.0;26/05/2017;08:00:00;30/05/2017;;;;N;;;00:00:00;26/05/2017 08:00:09;0.0;;2.0;TAOG;;;Gestoord object: SPOOR CG. Gestoord onde;;;0.0;;;;;;;;;;26/05/2017;20:00:00;;5;2017;29/05/2017 06:00:11;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170531060007_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;118340;3740266;31/05/2017 06:07:18;0
160532;70277207;0.0;;26/05/2017 08:10:33;26/05/2017 08:10:33;Kpnz : Km 41.0 dode zwaan tussen sporen in.;;Kpnz : Km 41.0 dode zwaan tussen sporen;;33O;161;161.0;11563987.0;PLAATSBEP;Plaatsbepaling 161 Llsi-Htb;0.0;0.0;5.0;;MINB PAGE;;;00/00/0000;26/05/2017 08:13:41;26/05/2017 10:15:01;33O;161.0;161.0;11563987.0;PLAATSBEP;Plaatsbepaling 161 Llsi-Htb;O830;OAFD0001;0.0;0.0;26/05/2017 10:30:00;26/05/2017 10:20:15;;;;ONR-DERD;143.0;;ONREGDER;T;;;26/05/2017 09:00:00;1.0;;N;N;;0;NB;0,00;;26/05/2017;08:13:40;26/05/2017;08:10:33;;;33.0;161-103-1000179311;O;33.0;161-103-1000179311;O;26/05/2017;08:13:41;26/05/2017;10:15:01;0.0;;;0;1.0;26/05/2017;09:00:00;31/05/2017;;;;N;;;00:00:00;26/05/2017 08:13:40;0.0;;2.0;TAOG CAOG CAON AKOG;;;;;;0.0;;;;;;;;;;26/05/2017;17:00:00;;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3740267;17/07/2017 09:27:43;0
160534;70277218;0.0;;26/05/2017 02:43:40;26/05/2017 02:43:40;Rsd :  107 ltr diesel gelekt bij tankplaat;;Rsd :  107 ltr diesel gelekt bij tankpla;;19E;545;545.0;10946149.0;TANKINST;545 km 22.905-22.920 sp43 tankplaat;22905.0;22920.0;5.0;;MINB PAGE;;;00/00/0000;26/05/2017 10:12:38;26/05/2017 10:12:00;19E;545.0;545.0;10946149.0;TANKINST;545 km 22.905-22.920 sp43 tankplaat;9998;ALGEMEEN;22905.0;22920.0;26/05/2017 10:30:00;26/05/2017 10:50:17;;;;ONR-RIB;135.0; De monteur heeft geconstateerd dat de sl De monteur heeft geconstateerd dat de slang is geknapt. Lekkage is wel al gestopt, fimra Hamer is opgeroepen om de slang te herstell en.   Monteur heeft  Fa Hamer gebeld, zij kunnen de storing pas op zijn vroegst maandag oppakken. 30-5 Fa. Hamer heeft nieuwe slang en pistool besteld want oude was zo erg kapotgetrokken dat deze niet meer was in te korten zij denken morgen 31-5 deze binnen te h ebben en dan moet er nog een dag ingepland worden maar dit ligt bij Fa Hamer. is hersteld;ONREGRIB;F;;;26/05/2017 10:00:00;1.0;;N;N;;0;B;0,00;;26/05/2017;10:12:35;26/05/2017;02:43:40;;;19.0;545-427-1000087052;E;19.0;545-427-1000087052;E;26/05/2017;10:12:38;26/05/2017;10:12:00;0.0;;;0;1.0;26/05/2017;10:00:00;05/07/2017;;;;N;;;00:00:00;26/05/2017 10:12:35;0.0;;3.0;TAOG;;;De monteur heeft geconstateerd dat de sl;;;0.0;;;;;;;;;;26/05/2017;17:00:00;;7;2017;17/07/2017 09:25:15;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170717092515_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;162293;3740268;17/07/2017 09:27:43;0
160537;70277223;0.0;;26/05/2017 08:59:46;26/05/2017 08:59:46;Ddn : Assentellersysteem meldt  Externe computer reageert niet .;;Ddn : Assentellersysteem meldt  Externe;;32S;31;31.0;10793053.0;DETECTREIN;Assentellers Zp-Hgl;0.0;0.0;5.0;;MINB PAGE;;;00/00/0000;26/05/2017 10:17:01;26/05/2017 13:55:01;32S;31.0;31.0;10793053.0;DETECTREIN;Assentellers Zp-Hgl;D146;DAZA0007;0.0;0.0;26/05/2017 17:00:01;26/05/2017 14:03:48;;;;TECHONV;221.0; Fws systeem werkt  niet.;;;;;26/05/2017 10:30:00;2.0;;N;N;;0;B;0,00;;26/05/2017;10:17:01;26/05/2017;08:59:46;;;32.0;031-601-1000140277;S;32.0;031-601-1000140277;S;26/05/2017;10:17:01;26/05/2017;13:55:01;0.0;;;0;1.0;26/05/2017;10:30:00;;;;;N;;;00:00:00;26/05/2017 10:17:01;0.0;;2.0;TAOG CAOG CAON AKOG;;;Fws systeem werkt  niet.;;;0.0;;;;;;;;;;26/05/2017;17:00:00;;10;2017;17/10/2017 06:00:16;E:\Informatica\Inbox\Informatica\SAP\Storingen\20171017060016_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;251580;3740269;17/10/2017 06:06:04;0
160538;70277225;0.0;;26/05/2017 09:20:21;26/05/2017 09:20:21;Gnl-Wha : (Tijdelijk)Ovp 84.9 boomlamp(en) defect.;;Gnl-Wha : (Tijdelijk)Ovp 84.9 boomlamp(e;;35S;3;3.0;10642422.0;OVERWEG;Niet Actief Beveiligd 84.9 GNL-WHA NOORD;84957.0;84957.0;2.0;;MINB PAGE;;;00/00/0000;26/05/2017 10:19:48;26/05/2017 10:50:00;35S;3.0;3.0;10642422.0;OVERWEG;Niet Actief Beveiligd 84.9 GNL-WHA NOORD;8099;OVW-ALG;84957.0;84957.0;26/05/2017 11:11:00;26/05/2017 11:12:33;;;;ONR-RIB;132.0; Gestoord object: OVERWEG 84.9. Gestoord Gestoord object: OVERWEG 84.9. Gestoord onderdeel: geen onderdeel van toepassing. Werkzaamheden tp. Overweg is bewust uit geschakeld ivm wkz op locatie. Trdl is geinformeerd.  003 Niet Actief Beveiligd 84.9 GNL-WHA NOORD Trdl Gn 0840835590;ONREGRIB;D;NAAM: Onbekend;;;1.0;;N;;;0;B;0,00;;26/05/2017;10:19:15;26/05/2017;09:20:21;;;35.0;003-204-1000017270;S;35.0;003-204-1000017270;S;26/05/2017;10:19:48;26/05/2017;10:50:00;0.0;;;0;1.0;00/00/0000;00:00:00;;;;;N;;;00:00:00;26/05/2017 10:19:15;0.0;;2.0;TAOG;;;Gestoord object: OVERWEG 84.9. Gestoord;;;0.0;;;;;;;;;;00/00/0000;00:00:00;84.9;5;2017;29/05/2017 06:00:11;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170531060007_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;118340;3740270;31/05/2017 06:07:18;0
160548;70277243;0.0;;26/05/2017 10:41:14;26/05/2017 10:41:14;Ledn :  wpk 2-074 Intel id 700006 knop OBI Zuid werkt niet;;Ledn :  wpk 2-074 Intel id 700006 knop O;;59P;560;560.0;11241226.0;ICTINFRA;Post21 werkplekken Den Haag;0.0;0.0;4.0;;MINB PAGE;;;00/00/0000;26/05/2017 10:45:24;26/05/2017 10:46:20;59P;560.0;560.0;11241226.0;ICTINFRA;Post21 werkplekken Den Haag;;;0.0;0.0;;;;;;TECHONV;221.0; monteur heeft een download gedaan naar t monteur heeft een download gedaan naar toestel en het knopje naar OBI ZUID werkt weer.;;;;;;1.0;;N;;;0;B;0,00;;26/05/2017;10:45:22;26/05/2017;10:41:14;;;59.0;560-501-1000121733;P;59.0;560-501-1000121733;P;26/05/2017;10:45:24;26/05/2017;10:46:20;0.0;;;0;0.0;00/00/0000;00:00:00;;;;;N;;;00:00:00;26/05/2017 10:45:22;0.0;;5.0;TAON;;;monteur heeft een download gedaan naar t;;;0.0;;;;;;;;;;00/00/0000;00:00:00;;5;2017;29/05/2017 06:00:11;E:\Informatica\Inbox\Informatica\SAP\Storingen\20170529060011_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;116500;3740275;29/05/2017 06:05:07;0
192786;70373320;0.0;;25/05/2018 07:34:49;25/05/2018 07:34:49;Hde-Htba : Km 78.2 dode ree, karkas niet direct zichtbaar, wel stukken van de ree.;;Hde-Htba : Km 78.2 dode ree, karkas niet;;33O;17;17.0;11563598.0;PLAATSBEP;Plaatsbepaling 017 Ama-Htb;0.0;0.0;5.0;;MINB PAGE;;;00/00/0000;25/05/2018 07:41:10;25/05/2018 08:47:51;33O;17;17.0;11563598.0;PLAATSBEP;Plaatsbepaling 017 Ama-Htb;O832;OAFD0001;0.0;0.0;25/05/2018 09:15:00;25/05/2018 09:09:08;;;;ONR-DERD;143.0; .;ONREGDER;T;;;26/05/2018 01:00:00;1.0;;N;N;;0;NB;0,00;;25/05/2018;07:41:07;25/05/2018;07:34:49;;;33.0;017-103-1000274694;O;33.0;017-103-1000274694;O;25/05/2018;07:41:10;25/05/2018;08:47:51;0.0;;;0;1.0;26/05/2018;01:00:00;31/05/2018;;;;N;;;00:00:00;25/05/2018 07:41:07;0.0;;2.0;TAOG CAOG CAON AKOG;;;.;;;0.0;;;;;;;;;;26/05/2018;05:00:00;;8;2018;06/08/2018 05:45:05;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180806054505_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;84631;3775422;06/08/2018 05:47:13;0
192789;70373338;0.0;;25/05/2018 08:26:23;25/05/2018 08:26:23;Ah : Vanaf S-2002 ETCS-storing, betritregnes 1,2,3 en 6 gestoord (1x), computersysteem viel er uit, werd wel opgevangen door ander systeem.;;Ah : Vanaf S-2002 ETCS-storing, betritre;;30S;508;508.0;10643637.0;TREINBEINV;ATB-EG Ah;0.0;0.0;2.0;;MINB PAGE;;;00/00/0000;25/05/2018 08:36:22;25/05/2018 09:17:00;30S;508;508.0;10793702.0;INTERLOCK;EBS Ah;2568;ELBVEBS;0.0;0.0;25/05/2018 09:17:00;25/05/2018 09:41:48;;;;TECHONV;212.0; uitval STR1.4;;;;;;1.0;;N;N;;0;B;0,00;;25/05/2018;08:36:20;25/05/2018;08:26:23;;;30.0;508-605-1000072923;S;30.0;508-602-1000072914;S;25/05/2018;08:36:22;25/05/2018;09:17:00;0.0;;;0;1.0;00/00/0000;00:00:00;11/07/2018;;;;N;;;00:00:00;25/05/2018 08:36:20;0.0;;2.0;TAOG CAOG CAON AKOG;;;uitval STR1.4;;;0.0;;;;80912781.0;;;;;;00/00/0000;00:00:00;;8;2018;06/08/2018 05:45:05;E:\Informatica\Inbox\Informatica\SAP\Storingen\20180806054505_flf_sapeam_storing.txt;31/12/9999 00:00:00;1;84631;3775423;06/08/2018 05:47:13;0
